country,ALLITEM,COST,Type,value
CzechRep,Gnut,N,Cropland,0.03249308181685546
CzechRep,Gnut,P,Cropland,0.010197828754828482
CzechRep,Gnut,Plant Protection,Cropland,0.0060589592614502235
CzechRep,Mill,Fuel,Cropland,0.03312966495620402
CzechRep,Mill,K,Cropland,0.01307009711998009
CzechRep,Mill,Labor,Cropland,0.004974733971517582
CzechRep,Mill,Machinery,Cropland,0.1585720551152157
CzechRep,Mill,N,Cropland,0.03803983490143459
CzechRep,Mill,P,Cropland,0.011938655876757933
CzechRep,Mill,Plant Protection,Cropland,0.004387808202538589
CzechRep,Pota,Fuel,Cropland,0.12667176598477317
CzechRep,Pota,K,Cropland,0.02149526816600855
CzechRep,Pota,Labor,Cropland,0.011224125341758269
CzechRep,Pota,Machinery,Cropland,0.9149019034625617
CzechRep,Pota,N,Cropland,0.06256085511002488
CzechRep,Pota,P,Cropland,0.019634483757607808
CzechRep,Pota,Plant Protection,Cropland,0.22792888484677887
CzechRep,Rape,Fuel,Cropland,0.05331087917828772
CzechRep,Rape,K,Cropland,0.01248870690885071
CzechRep,Rape,Labor,Cropland,0.0015219154424508516
CzechRep,Rape,Machinery,Cropland,0.18635274177453673
CzechRep,Rape,N,Cropland,0.036347729063072966
CzechRep,Rape,P,Cropland,0.011407594967487514
CzechRep,Rape,Plant Protection,Cropland,0.008997481580369664
CzechRep,Rice,Fuel,Cropland,0.03331417422885615
CzechRep,Rice,K,Cropland,0
CzechRep,Rice,Labor,Cropland,0.01993024168359096
CzechRep,Rice,Machinery,Cropland,0.14911407712954916
CzechRep,Rice,N,Cropland,0
CzechRep,Rice,P,Cropland,0
CzechRep,Rice,Plant Protection,Cropland,0.007102306122146417
CzechRep,Soya,Fuel,Cropland,0.06782560862692165
CzechRep,Soya,K,Cropland,0.011164289649893928
CzechRep,Soya,Labor,Cropland,0.0022623063428746535
CzechRep,Soya,Machinery,Cropland,0.1847899148210887
CzechRep,Soya,N,Cropland,0.03249308181685546
CzechRep,Soya,P,Cropland,0.010197828754828482
CzechRep,Soya,Plant Protection,Cropland,0.0060589592614502235
CzechRep,Srgh,Fuel,Cropland,0.10708918184729417
CzechRep,Srgh,K,Cropland,0.022060933117745617
CzechRep,Srgh,Labor,Cropland,0.008211493948594174
CzechRep,Srgh,Machinery,Cropland,0.3026814271744066
CzechRep,Srgh,N,Cropland,0.06420719340239395
CzechRep,Srgh,P,Cropland,0.020151180698597487
CzechRep,Srgh,Plant Protection,Cropland,0.004207920305108833
CzechRep,Sunf,Fuel,Cropland,0.05331087917828772
CzechRep,Sunf,K,Cropland,0.01248870690885071
CzechRep,Sunf,Labor,Cropland,0.0015219154424508516
CzechRep,Sunf,Machinery,Cropland,0.18635274177453673
CzechRep,Sunf,N,Cropland,0.036347729063072966
CzechRep,Sunf,P,Cropland,0.011407594967487514
CzechRep,Sunf,Plant Protection,Cropland,0.008997481580369664
CzechRep,SwPo,Fuel,Cropland,0.12667176598477317
CzechRep,SwPo,K,Cropland,0.02149526816600855
CzechRep,SwPo,Labor,Cropland,0.011224125341758269
CzechRep,SwPo,Machinery,Cropland,0.9149019034625617
CzechRep,SwPo,N,Cropland,0.06256085511002488
CzechRep,SwPo,P,Cropland,0.019634483757607808
CzechRep,SwPo,Plant Protection,Cropland,0.22792888484677887
CzechRep,Whea,Fuel,Cropland,0.03331417422885615
CzechRep,Whea,K,Cropland,0.022287199098440444
CzechRep,Whea,Labor,Cropland,0.004494976809780909
CzechRep,Whea,Machinery,Cropland,0.14911407712954916
CzechRep,Whea,N,Cropland,0.06486572871934158
CzechRep,Whea,P,Cropland,0.02035785947499336
CzechRep,Whea,Plant Protection,Cropland,0.018401093569427616
CzechRep,Extensive Grassland,fertCost_N,Grassland,0.0038375196494000357
CzechRep,Extensive Grassland,fertCost_P,Grassland,0.004720381185442228
CzechRep,Extensive Grassland,fuelCost,Grassland,0.022605127564586047
CzechRep,Extensive Grassland,labourCost,Grassland,0.02570799660107391
CzechRep,Extensive Grassland,machCost,Grassland,0.07791911243758055
CzechRep,Extensive Grassland,seedCost,Grassland,0.0042089796195762955
CzechRep,Grassland,fertCost_N,Grassland,0.07117592995213681
CzechRep,Grassland,fertCost_P,Grassland,0.060744730952822935
CzechRep,Grassland,fuelCost,Grassland,0.07892693403948602
CzechRep,Grassland,labourCost,Grassland,0.05178314749387768
CzechRep,Grassland,machCost,Grassland,0.11875389252435553
CzechRep,Grassland,seedCost,Grassland,0.009618429943080315
Germany,Barl,Fuel,Cropland,0.0339630114765842
Germany,Barl,K,Cropland,0.010261961690715811
Germany,Barl,Labor,Cropland,0.013915834833806992
Germany,Barl,Machinery,Cropland,0.23524405071731155
Germany,Barl,N,Cropland,0.029866903428202734
Germany,Barl,P,Cropland,0.009373612768235935
Germany,Barl,Plant Protection,Cropland,0.01630158240718688
Germany,BeaD,Fuel,Cropland,0.069531699980898
Germany,BeaD,K,Cropland,0.0033955374085148492
Germany,BeaD,Labor,Cropland,0.006328354760508694
Germany,BeaD,Machinery,Cropland,0.2741386435450037
Germany,BeaD,N,Cropland,0.00988253424866262
Germany,BeaD,P,Cropland,0.003101595364195653
Germany,BeaD,Plant Protection,Cropland,0.017232064833471814
Germany,Cass,Fuel,Cropland,0.12985807878188024
Germany,Cass,K,Cropland,0.02556462683037706
Germany,Cass,Labor,Cropland,0.03139727175445477
Germany,Cass,Machinery,Cropland,1.3572708615651157
Germany,Cass,N,Cropland,0.07440451092423174
Germany,Cass,P,Cropland,0.023351569582374266
Germany,Cass,Plant Protection,Cropland,0.21594108836092413
Germany,ChkP,Fuel,Cropland,0.069531699980898
Germany,ChkP,K,Cropland,0.0033955374085148492
Germany,ChkP,Labor,Cropland,0.006328354760508694
Germany,ChkP,Machinery,Cropland,0.2741386435450037
Germany,ChkP,N,Cropland,0.00988253424866262
Germany,ChkP,P,Cropland,0.003101595364195653
Germany,ChkP,Plant Protection,Cropland,0.017232064833471814
Germany,Corn,Fuel,Cropland,0.10978291259225571
Germany,Corn,K,Cropland,0.015551814655146042
Germany,Corn,Labor,Cropland,0.022970030996970727
Germany,Corn,Machinery,Cropland,0.44903249160279585
Germany,Corn,N,Cropland,0.0452627441455743
Germany,Corn,P,Cropland,0.014205538162611012
Germany,Corn,Plant Protection,Cropland,0.016259166823371123
Germany,Gnut,Fuel,Cropland,0.069531699980898
Germany,Gnut,K,Cropland,0.0033955374085148492
Germany,Gnut,Labor,Cropland,0.006328354760508694
Germany,Gnut,Machinery,Cropland,0.2741386435450037
Germany,Gnut,N,Cropland,0.00988253424866262
Germany,Gnut,P,Cropland,0.003101595364195653
Germany,Gnut,Plant Protection,Cropland,0.017232064833471814
Germany,Mill,Fuel,Cropland,0.0339630114765842
Germany,Mill,K,Cropland,0.010261961690715811
Germany,Mill,Labor,Cropland,0.013915834833806992
Germany,Mill,Machinery,Cropland,0.23524405071731155
Germany,Mill,N,Cropland,0.029866903428202734
Germany,Mill,P,Cropland,0.009373612768235935
Germany,Mill,Plant Protection,Cropland,0.01630158240718688
Germany,Pota,Fuel,Cropland,0.12985807878188024
Germany,Pota,K,Cropland,0.02556462683037706
Germany,Pota,Labor,Cropland,0.03139727175445477
Germany,Pota,Machinery,Cropland,1.3572708615651157
Germany,Pota,N,Cropland,0.07440451092423174
Germany,Pota,P,Cropland,0.023351569582374266
Germany,Pota,Plant Protection,Cropland,0.21594108836092413
Germany,Rape,Fuel,Cropland,0.05465186574486977
Germany,Rape,K,Cropland,0.0030213216908432667
Germany,Rape,Labor,Cropland,0.004257257583907669
Germany,Rape,Machinery,Cropland,0.27645712109235326
Germany,Rape,N,Cropland,0.008793398950961746
Germany,Rape,P,Cropland,0.002759774439994148
Germany,Rape,Plant Protection,Cropland,0.025106987454336843
Germany,Rice,Fuel,Cropland,0.03415216191178795
Germany,Rice,K,Cropland,0
Germany,Rice,Labor,Cropland,0.05575091111497177
Germany,Rice,Machinery,Cropland,0.22121299688215376
Germany,Rice,N,Cropland,0
Germany,Rice,P,Cropland,0
Germany,Rice,Plant Protection,Cropland,0.02101774203118349
Germany,Soya,Fuel,Cropland,0.069531699980898
Germany,Soya,K,Cropland,0.0033955374085148492
Germany,Soya,Labor,Cropland,0.006328354760508694
Germany,Soya,Machinery,Cropland,0.2741386435450037
Germany,Soya,N,Cropland,0.00988253424866262
Germany,Soya,P,Cropland,0.003101595364195653
Germany,Soya,Plant Protection,Cropland,0.017232064833471814
Germany,Srgh,Fuel,Cropland,0.10978291259225571
Germany,Srgh,K,Cropland,0.015551814655146042
Germany,Srgh,Labor,Cropland,0.022970030996970727
Germany,Srgh,Machinery,Cropland,0.44903249160279585
Germany,Srgh,N,Cropland,0.0452627441455743
Germany,Srgh,P,Cropland,0.014205538162611012
Germany,Srgh,Plant Protection,Cropland,0.016259166823371123
Germany,Sunf,Fuel,Cropland,0.05465186574486977
Germany,Sunf,K,Cropland,0.0030213216908432667
Germany,Sunf,Labor,Cropland,0.004257257583907669
Germany,Sunf,Machinery,Cropland,0.27645712109235326
Germany,Sunf,N,Cropland,0.008793398950961746
Germany,Sunf,P,Cropland,0.002759774439994148
Germany,Sunf,Plant Protection,Cropland,0.025106987454336843
Germany,SwPo,Fuel,Cropland,0.12985807878188024
Germany,SwPo,K,Cropland,0.02556462683037706
Germany,SwPo,Labor,Cropland,0.03139727175445477
Germany,SwPo,Machinery,Cropland,1.3572708615651157
Germany,SwPo,N,Cropland,0.07440451092423174
Germany,SwPo,P,Cropland,0.023351569582374266
Germany,SwPo,Plant Protection,Cropland,0.21594108836092413
Germany,Whea,Fuel,Cropland,0.03415216191178795
Germany,Whea,K,Cropland,0.012569274858268722
Germany,Whea,Labor,Cropland,0.012573809016690397
Germany,Whea,Machinery,Cropland,0.22121299688215376
Germany,Whea,N,Cropland,0.03658221787108061
Germany,Whea,P,Cropland,0.011481188378000683
Germany,Whea,Plant Protection,Cropland,0.020234920879701426
Germany,Extensive Grassland,fertCost_N,Grassland,0.025350391260891128
Germany,Extensive Grassland,fertCost_P,Grassland,0.010819777281041932
Germany,Extensive Grassland,fuelCost,Grassland,0.037047275896090644
Germany,Extensive Grassland,labourCost,Grassland,0.061183535728176315
Germany,Extensive Grassland,machCost,Grassland,0.1345969695242906
Germany,Extensive Grassland,seedCost,Grassland,0.013095032049467685
Germany,Grassland,fertCost_N,Grassland,0.04007711825015498
Germany,Grassland,fertCost_P,Grassland,0.011989635951440496
Germany,Grassland,fuelCost,Grassland,0.04311585908205205
Germany,Grassland,labourCost,Grassland,0.10236164523549159
Germany,Grassland,machCost,Grassland,0.14235405072550014
Germany,Grassland,seedCost,Grassland,0.010891408972313844
Denmark,Barl,Fuel,Cropland,0.036597142632075655
Denmark,Barl,K,Cropland,0.010556533383483755
Denmark,Barl,Labor,Cropland,0.008937403400398941
Denmark,Barl,Machinery,Cropland,0.25228261639171895
Denmark,Barl,N,Cropland,0.03072423895193033
Denmark,Barl,P,Cropland,0.009642684224913519
Denmark,Barl,Plant Protection,Cropland,0.00753766847669739
Denmark,BeaD,Fuel,Cropland,0.07665104246895357
Denmark,BeaD,K,Cropland,0
Denmark,BeaD,Labor,Cropland,0.004064366962598408
Denmark,BeaD,Machinery,Cropland,0.3317167367787964
Denmark,BeaD,N,Cropland,0
Denmark,BeaD,P,Cropland,0
Denmark,BeaD,Plant Protection,Cropland,0.011222857031202033
Denmark,Cass,Fuel,Cropland,0.11126495174492282
Denmark,Cass,K,Cropland,0.02021014954122161
Denmark,Cass,Labor,Cropland,0.020164804102144294
Denmark,Cass,Machinery,Cropland,1.3449380684646892
Denmark,Cass,N,Cropland,0.058820584485644985
Denmark,Cass,P,Cropland,0.018460614207802425
Denmark,Cass,Plant Protection,Cropland,0.05656166414595993
Denmark,ChkP,Fuel,Cropland,0.07665104246895357
Denmark,ChkP,K,Cropland,0
Denmark,ChkP,Labor,Cropland,0.004064366962598408
Denmark,ChkP,Machinery,Cropland,0.3317167367787964
Denmark,ChkP,N,Cropland,0
Denmark,ChkP,P,Cropland,0
Denmark,ChkP,Plant Protection,Cropland,0.011222857031202033
Denmark,Corn,Fuel,Cropland,0.10373051848083636
Denmark,Corn,K,Cropland,0.006349206271799709
Denmark,Corn,Labor,Cropland,0.014752433870575978
Denmark,Corn,Machinery,Cropland,0.501984984271672
Denmark,Corn,N,Cropland,0.018479033179118556
Denmark,Corn,P,Cropland,0.005799573490061823
Denmark,Corn,Plant Protection,Cropland,0.0047212847815708905
Denmark,Gnut,Fuel,Cropland,0.07665104246895357
Denmark,Gnut,K,Cropland,0
Denmark,Gnut,Labor,Cropland,0.004064366962598408
Denmark,Gnut,Machinery,Cropland,0.3317167367787964
Denmark,Gnut,N,Cropland,0
Denmark,Gnut,P,Cropland,0
Denmark,Gnut,Plant Protection,Cropland,0.011222857031202033
Denmark,Mill,Fuel,Cropland,0.036597142632075655
Denmark,Mill,K,Cropland,0.010556533383483755
Denmark,Mill,Labor,Cropland,0.008937403400398941
Denmark,Mill,Machinery,Cropland,0.25228261639171895
Denmark,Mill,N,Cropland,0.03072423895193033
Denmark,Mill,P,Cropland,0.009642684224913519
Denmark,Mill,Plant Protection,Cropland,0.00753766847669739
Denmark,Pota,Fuel,Cropland,0.11126495174492282
Denmark,Pota,K,Cropland,0.02021014954122161
Denmark,Pota,Labor,Cropland,0.020164804102144294
Denmark,Pota,Machinery,Cropland,1.3449380684646892
Denmark,Pota,N,Cropland,0.058820584485644985
Denmark,Pota,P,Cropland,0.018460614207802425
Denmark,Pota,Plant Protection,Cropland,0.05656166414595993
Denmark,Rape,Fuel,Cropland,0.05741182542560361
Denmark,Rape,K,Cropland,0
Denmark,Rape,Labor,Cropland,0.0027342109805985294
Denmark,Rape,Machinery,Cropland,0.25143817145205566
Denmark,Rape,N,Cropland,0
Denmark,Rape,P,Cropland,0
Denmark,Rape,Plant Protection,Cropland,0.010316565046624197
Denmark,Rice,Fuel,Cropland,0.033321100616264365
Denmark,Rice,K,Cropland,0
Denmark,Rice,Labor,Cropland,0.03580585631584241
Denmark,Rice,Machinery,Cropland,0.24077001708978257
Denmark,Rice,N,Cropland,0
Denmark,Rice,P,Cropland,0
Denmark,Rice,Plant Protection,Cropland,0.024148109968998892
Denmark,Soya,Fuel,Cropland,0.07665104246895357
Denmark,Soya,K,Cropland,0
Denmark,Soya,Labor,Cropland,0.004064366962598408
Denmark,Soya,Machinery,Cropland,0.3317167367787964
Denmark,Soya,N,Cropland,0
Denmark,Soya,P,Cropland,0
Denmark,Soya,Plant Protection,Cropland,0.011222857031202033
Denmark,Srgh,Fuel,Cropland,0.10373051848083636
Denmark,Srgh,K,Cropland,0.006349206271799709
Denmark,Srgh,Labor,Cropland,0.014752433870575978
Denmark,Srgh,Machinery,Cropland,0.501984984271672
Denmark,Srgh,N,Cropland,0.018479033179118556
Denmark,Srgh,P,Cropland,0.005799573490061823
Denmark,Srgh,Plant Protection,Cropland,0.0047212847815708905
Denmark,Sunf,Fuel,Cropland,0.05741182542560361
Denmark,Sunf,K,Cropland,0
Denmark,Sunf,Labor,Cropland,0.0027342109805985294
Denmark,Sunf,Machinery,Cropland,0.25143817145205566
Denmark,Sunf,N,Cropland,0
Denmark,Sunf,P,Cropland,0
Denmark,Sunf,Plant Protection,Cropland,0.010316565046624197
Denmark,SwPo,Fuel,Cropland,0.11126495174492282
Denmark,SwPo,K,Cropland,0.02021014954122161
Denmark,SwPo,Labor,Cropland,0.020164804102144294
Denmark,SwPo,Machinery,Cropland,1.3449380684646892
Denmark,SwPo,N,Cropland,0.058820584485644985
Denmark,SwPo,P,Cropland,0.018460614207802425
Denmark,SwPo,Plant Protection,Cropland,0.05656166414595993
Denmark,Whea,Fuel,Cropland,0.033321100616264365
Denmark,Whea,K,Cropland,0.016186004721066866
Denmark,Whea,Labor,Cropland,0.008075491323648624
Denmark,Whea,Machinery,Cropland,0.24077001708978257
Denmark,Whea,N,Cropland,0.047108521203105054
Denmark,Whea,P,Cropland,0.014784828192974508
Denmark,Whea,Plant Protection,Cropland,0.024148109968998892
Denmark,Extensive Grassland,fertCost_N,Grassland,0.0328871330957164
Denmark,Extensive Grassland,fertCost_P,Grassland,0.022139506236766547
Denmark,Extensive Grassland,fuelCost,Grassland,0.029470305797019373
Denmark,Extensive Grassland,labourCost,Grassland,0.08969134323196623
Denmark,Extensive Grassland,machCost,Grassland,0.17091679816485253
Denmark,Extensive Grassland,seedCost,Grassland,0.017319830471607664
Denmark,Grassland,fertCost_N,Grassland,0.06362457827458211
Denmark,Grassland,fertCost_P,Grassland,0.02793974022893897
Denmark,Grassland,fuelCost,Grassland,0.03667939360697222
Denmark,Grassland,labourCost,Grassland,0.15769290936714525
Denmark,Grassland,machCost,Grassland,0.18633825033393375
Denmark,Grassland,seedCost,Grassland,0.014492012169073793
Estonia,Barl,Fuel,Cropland,0.03337694411300064
Estonia,Barl,K,Cropland,0.01688244607885499
Estonia,Barl,Labor,Cropland,0.005263502296086579
Estonia,Barl,Machinery,Cropland,0.1713064261070392
Estonia,Barl,N,Cropland,0.04913547739368244
Estonia,Barl,P,Cropland,0.015420980597401872
Estonia,Barl,Plant Protection,Cropland,0.005888962226300095
Estonia,BeaD,Fuel,Cropland,0.06833185761352185
Estonia,BeaD,K,Cropland,0
Estonia,BeaD,Labor,Cropland,0.0023936264126580916
Estonia,BeaD,Machinery,Cropland,0.1996297511040672
Estonia,BeaD,N,Cropland,0
Estonia,BeaD,P,Cropland,0
Estonia,BeaD,Plant Protection,Cropland,0.0100284812148968
Estonia,Cass,Fuel,Cropland,0.12761724151324774
Estonia,Cass,K,Cropland,0.03142953861376637
Estonia,Cass,Labor,Cropland,0.011875652013988183
Estonia,Cass,Machinery,Cropland,0.9883744979010035
Estonia,Cass,N,Cropland,0.09147403029379765
Estonia,Cass,P,Cropland,0.028708772584514954
Estonia,Cass,Plant Protection,Cropland,0.1580789628849904
Estonia,ChkP,Fuel,Cropland,0.06833185761352185
Estonia,ChkP,K,Cropland,0
Estonia,ChkP,Labor,Cropland,0.0023936264126580916
Estonia,ChkP,Machinery,Cropland,0.1996297511040672
Estonia,ChkP,N,Cropland,0
Estonia,ChkP,P,Cropland,0
Estonia,ChkP,Plant Protection,Cropland,0.0100284812148968
Estonia,Corn,Fuel,Cropland,0.10788849335932557
Estonia,Corn,K,Cropland,0
Estonia,Corn,Labor,Cropland,0.008688146441636057
Estonia,Corn,Machinery,Cropland,0.3269887213559688
Estonia,Corn,N,Cropland,0
Estonia,Corn,P,Cropland,0
Estonia,Corn,Plant Protection,Cropland,0.03641406996506403
Estonia,Gnut,Fuel,Cropland,0.06833185761352185
Estonia,Gnut,K,Cropland,0
Estonia,Gnut,Labor,Cropland,0.0023936264126580916
Estonia,Gnut,Machinery,Cropland,0.1996297511040672
Estonia,Gnut,N,Cropland,0
Estonia,Gnut,P,Cropland,0
Estonia,Gnut,Plant Protection,Cropland,0.0100284812148968
Estonia,Mill,Fuel,Cropland,0.03337694411300064
Estonia,Mill,K,Cropland,0.01688244607885499
Estonia,Mill,Labor,Cropland,0.005263502296086579
Estonia,Mill,Machinery,Cropland,0.1713064261070392
Estonia,Mill,N,Cropland,0.04913547739368244
Estonia,Mill,P,Cropland,0.015420980597401872
Estonia,Mill,Plant Protection,Cropland,0.005888962226300095
Estonia,Pota,Fuel,Cropland,0.12761724151324774
Estonia,Pota,K,Cropland,0.03142953861376637
Estonia,Pota,Labor,Cropland,0.011875652013988183
Estonia,Pota,Machinery,Cropland,0.9883744979010035
Estonia,Pota,N,Cropland,0.09147403029379765
Estonia,Pota,P,Cropland,0.028708772584514954
Estonia,Pota,Plant Protection,Cropland,0.1580789628849904
Estonia,Rape,Fuel,Cropland,0.0537087905145092
Estonia,Rape,K,Cropland,0
Estonia,Rape,Labor,Cropland,0.001610258050310574
Estonia,Rape,Machinery,Cropland,0.20131808328705517
Estonia,Rape,N,Cropland,0
Estonia,Rape,P,Cropland,0
Estonia,Rape,Plant Protection,Cropland,0.00921864000269195
Estonia,Rice,Fuel,Cropland,0.03356283055917453
Estonia,Rice,K,Cropland,0
Estonia,Rice,Labor,Cropland,0.0210871321891289
Estonia,Rice,Machinery,Cropland,0.16108891081247756
Estonia,Rice,N,Cropland,0
Estonia,Rice,P,Cropland,0
Estonia,Rice,Plant Protection,Cropland,0.02157818339181229
Estonia,Soya,Fuel,Cropland,0.06833185761352185
Estonia,Soya,K,Cropland,0
Estonia,Soya,Labor,Cropland,0.0023936264126580916
Estonia,Soya,Machinery,Cropland,0.1996297511040672
Estonia,Soya,N,Cropland,0
Estonia,Soya,P,Cropland,0
Estonia,Soya,Plant Protection,Cropland,0.0100284812148968
Estonia,Srgh,Fuel,Cropland,0.10788849335932557
Estonia,Srgh,K,Cropland,0
Estonia,Srgh,Labor,Cropland,0.008688146441636057
Estonia,Srgh,Machinery,Cropland,0.3269887213559688
Estonia,Srgh,N,Cropland,0
Estonia,Srgh,P,Cropland,0
Estonia,Srgh,Plant Protection,Cropland,0.03641406996506403
Estonia,Sunf,Fuel,Cropland,0.0537087905145092
Estonia,Sunf,K,Cropland,0
Estonia,Sunf,Labor,Cropland,0.001610258050310574
Estonia,Sunf,Machinery,Cropland,0.20131808328705517
Estonia,Sunf,N,Cropland,0
Estonia,Sunf,P,Cropland,0
Estonia,Sunf,Plant Protection,Cropland,0.00921864000269195
Estonia,SwPo,Fuel,Cropland,0.12761724151324774
Estonia,SwPo,K,Cropland,0.03142953861376637
Estonia,SwPo,Labor,Cropland,0.011875652013988183
Estonia,SwPo,Machinery,Cropland,0.9883744979010035
Estonia,SwPo,N,Cropland,0.09147403029379765
Estonia,SwPo,P,Cropland,0.028708772584514954
Estonia,SwPo,Plant Protection,Cropland,0.1580789628849904
Estonia,Whea,Fuel,Cropland,0.03356283055917453
Estonia,Whea,K,Cropland,0.026079829913550824
Estonia,Whea,Labor,Cropland,0.004755896676002612
Estonia,Whea,Machinery,Cropland,0.16108891081247756
Estonia,Whea,N,Cropland,0.07590398258421509
Estonia,Whea,P,Cropland,0.023822172995661348
Estonia,Whea,Plant Protection,Cropland,0.02157818339181229
Estonia,Extensive Grassland,fertCost_N,Grassland,0.045403577515894834
Estonia,Extensive Grassland,fertCost_P,Grassland,0.01325245927720364
Estonia,Extensive Grassland,fuelCost,Grassland,0.03835770772098409
Estonia,Extensive Grassland,labourCost,Grassland,0.03718694878005694
Estonia,Extensive Grassland,machCost,Grassland,0.11813298502198748
Estonia,Extensive Grassland,seedCost,Grassland,0.011484236002357444
Estonia,Grassland,fertCost_N,Grassland,2.5998947160387204e-5
Estonia,Grassland,fertCost_P,Grassland,6.38418134664327e-6
Estonia,Grassland,fuelCost,Grassland,0.014051195679721056
Estonia,Grassland,labourCost,Grassland,0.06698238456149243
Estonia,Grassland,machCost,Grassland,0.0962899542071823
Estonia,Grassland,seedCost,Grassland,0.004016672799245364
Greece,Barl,Fuel,Cropland,0.03793399391798022
Greece,Barl,K,Cropland,0.0030393640349319767
Greece,Barl,Labor,Cropland,0.011595873797553242
Greece,Barl,Machinery,Cropland,0.20063852105028923
Greece,Barl,N,Cropland,0.008845910250921424
Greece,Barl,P,Cropland,0.0027762549095199547
Greece,Barl,Plant Protection,Cropland,0.006387847556487115
Greece,BeaD,Fuel,Cropland,0.07164037954632996
Greece,BeaD,K,Cropland,0.0018968709276823404
Greece,BeaD,Labor,Cropland,0.00765805110723823
Greece,BeaD,Machinery,Cropland,0.16923860102056879
Greece,BeaD,N,Cropland,0.00552074374474711
Greece,BeaD,P,Cropland,0.001732664190659093
Greece,BeaD,Plant Protection,Cropland,0.005293330340041645
Greece,Cass,Fuel,Cropland,0.1407294751731924
Greece,Cass,K,Cropland,0.018741918641126502
Greece,Cass,Labor,Cropland,0.03597575213622026
Greece,Cass,Machinery,Cropland,1.7134544543581873
Greece,Cass,N,Cropland,0.05454737514954728
Greece,Cass,P,Cropland,0.017119483893088684
Greece,Cass,Plant Protection,Cropland,0.21807203142190487
Greece,ChkP,Fuel,Cropland,0.07164037954632996
Greece,ChkP,K,Cropland,0.0018968709276823404
Greece,ChkP,Labor,Cropland,0.00765805110723823
Greece,ChkP,Machinery,Cropland,0.16923860102056879
Greece,ChkP,N,Cropland,0.00552074374474711
Greece,ChkP,P,Cropland,0.001732664190659093
Greece,ChkP,Plant Protection,Cropland,0.005293330340041645
Greece,Corn,Fuel,Cropland,0.05423113767278395
Greece,Corn,K,Cropland,0.013003652192979128
Greece,Corn,Labor,Cropland,0.02383980385503853
Greece,Corn,Machinery,Cropland,0.29213119431626744
Greece,Corn,N,Cropland,0.03784645041240194
Greece,Corn,P,Cropland,0.011877962898661531
Greece,Corn,Plant Protection,Cropland,0.006253024850829311
Greece,Gnut,Fuel,Cropland,0.07164037954632996
Greece,Gnut,K,Cropland,0.0018968709276823404
Greece,Gnut,Labor,Cropland,0.00765805110723823
Greece,Gnut,Machinery,Cropland,0.16923860102056879
Greece,Gnut,N,Cropland,0.00552074374474711
Greece,Gnut,P,Cropland,0.001732664190659093
Greece,Gnut,Plant Protection,Cropland,0.005293330340041645
Greece,Mill,Fuel,Cropland,0.03793399391798022
Greece,Mill,K,Cropland,0.0030393640349319767
Greece,Mill,Labor,Cropland,0.011595873797553242
Greece,Mill,Machinery,Cropland,0.20063852105028923
Greece,Mill,N,Cropland,0.008845910250921424
Greece,Mill,P,Cropland,0.0027762549095199547
Greece,Mill,Plant Protection,Cropland,0.006387847556487115
Greece,Pota,Fuel,Cropland,0.1407294751731924
Greece,Pota,K,Cropland,0.018741918641126502
Greece,Pota,Labor,Cropland,0.03597575213622026
Greece,Pota,Machinery,Cropland,1.7134544543581873
Greece,Pota,N,Cropland,0.05454737514954728
Greece,Pota,P,Cropland,0.017119483893088684
Greece,Pota,Plant Protection,Cropland,0.21807203142190487
Greece,Rape,Fuel,Cropland,0.08100326444309379
Greece,Rape,K,Cropland,0.002128199837994595
Greece,Rape,Labor,Cropland,0.00200729825942568
Greece,Rape,Machinery,Cropland,0.2653630195978917
Greece,Rape,N,Cropland,0.006194014453864867
Greece,Rape,P,Cropland,0.0019439676132129735
Greece,Rape,Plant Protection,Cropland,0.012076929385622546
Greece,Rice,Fuel,Cropland,0.04023587347993569
Greece,Rice,K,Cropland,0.003108904975384859
Greece,Rice,Labor,Cropland,0.03659346640942238
Greece,Rice,Machinery,Cropland,0.18168891496468892
Greece,Rice,N,Cropland,0.009048305525373843
Greece,Rice,P,Cropland,0.002839775887963483
Greece,Rice,Plant Protection,Cropland,0.006522701355942351
Greece,Soya,Fuel,Cropland,0.07164037954632996
Greece,Soya,K,Cropland,0.0018968709276823404
Greece,Soya,Labor,Cropland,0.00765805110723823
Greece,Soya,Machinery,Cropland,0.16923860102056879
Greece,Soya,N,Cropland,0.00552074374474711
Greece,Soya,P,Cropland,0.001732664190659093
Greece,Soya,Plant Protection,Cropland,0.005293330340041645
Greece,Srgh,Fuel,Cropland,0.05423113767278395
Greece,Srgh,K,Cropland,0.013003652192979128
Greece,Srgh,Labor,Cropland,0.02383980385503853
Greece,Srgh,Machinery,Cropland,0.29213119431626744
Greece,Srgh,N,Cropland,0.03784645041240194
Greece,Srgh,P,Cropland,0.011877962898661531
Greece,Srgh,Plant Protection,Cropland,0.006253024850829311
Greece,Sunf,Fuel,Cropland,0.08100326444309379
Greece,Sunf,K,Cropland,0.002128199837994595
Greece,Sunf,Labor,Cropland,0.00200729825942568
Greece,Sunf,Machinery,Cropland,0.2653630195978917
Greece,Sunf,N,Cropland,0.006194014453864867
Greece,Sunf,P,Cropland,0.0019439676132129735
Greece,Sunf,Plant Protection,Cropland,0.012076929385622546
Greece,SwPo,Fuel,Cropland,0.1407294751731924
Greece,SwPo,K,Cropland,0.018741918641126502
Greece,SwPo,Labor,Cropland,0.03597575213622026
